2018-05-04/B00003401_21I6X0_20180504_071840E.JPG	The lifelogger is in the bedroom
2018-05-04/B00003402_21I6X0_20180504_071903E.JPG	There is a pattern curtain in the dining room
2018-05-04/B00003403_21I6X0_20180504_071925E.JPG	There is a pattern curtain in the dining room
2018-05-04/B00003402_21I6X0_20180504_071903E.JPG	The lifelogger is using his phone
2018-05-04/B00003403_21I6X0_20180504_071925E.JPG	The lifelogger is using his phone
2018-05-04/B00003405_21I6X0_20180504_072010E.JPG	There are two skylights on the ceiling
2018-05-04/B00003405_21I6X0_20180504_072010E.JPG	There are two white candles on the table
2018-05-04/B00003406_21I6X0_20180504_072034E.JPG	There are a box of cereal and a kitchen towel on the table
2018-05-04/B00003408_21I6X0_20180504_072120E.JPG	The lifelogger is setting the oven
2018-05-04/B00003411_21I6X0_20180504_072225E.JPG	There is an orchid pot on the table
2018-05-04/B00003412_21I6X0_20180504_072231E.JPG	There is an orchid pot on the table
2018-05-04/B00003413_21I6X0_20180504_072237E.JPG	There is an orchid pot on the table
2018-05-04/B00003414_21I6X0_20180504_072253E.JPG	There is an orchid pot on the table
2018-05-04/B00003415_21I6X0_20180504_072303E.JPG	There is an orchid pot on the table
2018-05-04/B00003416_21I6X0_20180504_072309E.JPG	There is an orchid pot on the table
2018-05-04/B00003417_21I6X0_20180504_072322E.JPG	There is an orchid pot on the table
2018-05-04/B00003418_21I6X0_20180504_072328E.JPG	There is an orchid pot on the table
2018-05-04/B00003419_21I6X0_20180504_072334E.JPG	There is an orchid pot on the table
2018-05-04/B00003420_21I6X0_20180504_072341E.JPG	There is an orchid pot on the table
2018-05-04/B00003421_21I6X0_20180504_072347E.JPG	There is an orchid pot on the table
2018-05-04/B00003411_21I6X0_20180504_072225E.JPG	The lifelogger is packing the suitcase
2018-05-04/B00003412_21I6X0_20180504_072231E.JPG	The lifelogger is packing the suitcase
2018-05-04/B00003413_21I6X0_20180504_072237E.JPG	The lifelogger is packing the suitcase
2018-05-04/B00003414_21I6X0_20180504_072253E.JPG	The lifelogger is packing the suitcase
2018-05-04/B00003415_21I6X0_20180504_072303E.JPG	The lifelogger is packing the suitcase
2018-05-04/B00003416_21I6X0_20180504_072309E.JPG	The lifelogger is packing the suitcase
2018-05-04/B00003417_21I6X0_20180504_072322E.JPG	The lifelogger is packing the suitcase
2018-05-04/B00003418_21I6X0_20180504_072328E.JPG	The lifelogger is packing the suitcase
2018-05-04/B00003419_21I6X0_20180504_072334E.JPG	The lifelogger is packing the suitcase
2018-05-04/B00003420_21I6X0_20180504_072341E.JPG	The lifelogger is packing the suitcase
2018-05-04/B00003421_21I6X0_20180504_072347E.JPG	The lifelogger is packing the suitcase
2018-05-04/B00003428_21I6X0_20180504_072435E.JPG	The lifelogger is preparing breakfast with cereals and Irish fresh milk
2018-05-04/B00003429_21I6X0_20180504_072443E.JPG	The lifelogger is preparing breakfast with cereals and Irish fresh milk
2018-05-04/B00003430_21I6X0_20180504_072449E.JPG	The lifelogger is preparing breakfast with cereals and Irish fresh milk
2018-05-04/B00003431_21I6X0_20180504_072455E.JPG	The lifelogger is preparing breakfast with cereals and Irish fresh milk
2018-05-04/B00003438_21I6X0_20180504_072538E.JPG	The lifelogger is washing the bottle of milk
2018-05-04/B00003439_21I6X0_20180504_072544E.JPG	The lifelogger is washing the bottle of milk
2018-05-04/B00003440_21I6X0_20180504_072551E.JPG	The lifelogger is washing the bottle of milk
2018-05-04/B00003441_21I6X0_20180504_072558E.JPG	The refrigerator is full of things such as milk bottle , jam jar
2018-05-04/B00003442_21I6X0_20180504_072604E.JPG	The refrigerator is full of things such as milk bottle , jam jar
2018-05-04/B00003443_21I6X0_20180504_072612E.JPG	There is a picture of Eiffel tower on the wall
2018-05-04/B00003506_21I6X0_20180504_073354E.JPG	The lifelogger is washing dishes in the sink
2018-05-04/B00003516_21I6X0_20180504_073503E.JPG	The lifelogger is looking in the mirror on the wall
2018-05-04/B00003517_21I6X0_20180504_073512E.JPG	The lifelogger is looking in the mirror on the wall
2018-05-04/B00003516_21I6X0_20180504_073503E.JPG	The lifelogger is looking at himself in the mirror on the wall
2018-05-04/B00003517_21I6X0_20180504_073512E.JPG	The lifelogger is looking at himself in the mirror on the wall
2018-05-04/B00003531_21I6X0_20180504_074058E.JPG	There a cup is containing a Colgate tube of toothpaste and a toothbrush
2018-05-04/B00003532_21I6X0_20180504_074120E.JPG	There a cup is containing a Colgate tube of toothpaste and a toothbrush
