2015-02-26/b00000009_21i6bq_20150226_061223e.jpg	He watches TV. 
2015-02-26/b00000010_21i6bq_20150226_061300e.jpg	He watches TV. 
2015-02-26/b00000011_21i6bq_20150226_061333e.jpg	He watches TV. 
2015-02-26/b00000012_21i6bq_20150226_061410e.jpg	He watches TV. 
2015-02-24/b00000117_21i6bq_20150224_075036e.jpg	The lifelogger leaves the house. He presses a button on the wall before leaving. 
2015-02-24/b00000118_21i6bq_20150224_075113e.jpg	The lifelogger leaves the house. He presses a button on the wall before leaving. 
2015-02-24/b00000119_21i6bq_20150224_075147e.jpg	The lifelogger leaves the house. He presses a button on the wall before leaving. 
2015-02-24/b00000120_21i6bq_20150224_075225e.jpg	The lifelogger leaves the house. He presses a button on the wall before leaving. 
2015-02-24/b00000121_21i6bq_20150224_075346e.jpg	The sun is rising. 
2015-02-24/b00000122_21i6bq_20150224_075422e.jpg	The sun is rising. 
2015-02-24/b00000123_21i6bq_20150224_075459e.jpg	The sun is rising. 
2015-02-24/b00000124_21i6bq_20150224_075539e.jpg	The sun is rising. 
2015-02-26/b00000315_21i6bq_20150226_093713e.jpg	The lifelogger walks in the office. 
2015-02-26/b00000316_21i6bq_20150226_093845e.jpg	The lifelogger walks in the office. 
2015-02-26/b00000317_21i6bq_20150226_094011e.jpg	The lifelogger walks in the office. 
2015-02-26/b00000318_21i6bq_20150226_094137e.jpg	The lifelogger walks in the office. 
2015-02-26/b00000327_21i6bq_20150226_095013e.jpg	The lifelogger uses laptop. 
2015-02-26/b00000328_21i6bq_20150226_095046e.jpg	The lifelogger uses laptop. 
2015-02-26/b00000329_21i6bq_20150226_095118e.jpg	The lifelogger uses laptop. 
2015-02-26/b00000327_21i6bq_20150226_095013e.jpg	The lifelogger is in the office. 
2015-02-26/b00000328_21i6bq_20150226_095046e.jpg	The lifelogger is in the office. 
2015-02-26/b00000329_21i6bq_20150226_095118e.jpg	The lifelogger is in the office. 
2015-02-23/b00000038_21i6bq_20150223_072500e.jpg	He looks at his reflection in a mirror in his room. 
2015-02-23/b00000039_21i6bq_20150223_072533e.jpg	He looks at his reflection in a mirror in his room. 
2015-02-23/b00000040_21i6bq_20150223_072620e.jpg	He looks at his reflection in a mirror in his room. 
2015-02-23/b00000041_21i6bq_20150223_072716e.jpg	He looks at his reflection in a mirror in his room. 
2015-02-23/b00000042_21i6bq_20150223_072803e.jpg	The lifelogger goes to his car outside his house. 
2015-02-23/b00000043_21i6bq_20150223_072853e.jpg	The lifelogger goes to his car outside his house. 
2015-02-23/b00000044_21i6bq_20150223_072940e.jpg	The lifelogger goes to his car outside his house. 
2015-02-23/b00000045_21i6bq_20150223_073029e.jpg	The lifelogger goes to his car outside his house. 
2015-02-23/b00000073_21i6bq_20150223_074714e.jpg	The lifelogger arrives at Dublin City University. He gets out of his car. 
2015-02-23/b00000074_21i6bq_20150223_074754e.jpg	The lifelogger arrives at Dublin City University. He gets out of his car. 
2015-02-23/b00000075_21i6bq_20150223_074832e.jpg	The lifelogger arrives at Dublin City University. He gets out of his car. 
2015-02-23/b00000076_21i6bq_20150223_074914e.jpg	The lifelogger arrives at Dublin City University. He gets out of his car. 
